"notes","label"
"Please take a look at the version of the game as most of my games are in German!Worldwide shipping possible:6,00 Euro shipping costs within Germany, 13,00 Euro shipping costs within the  EU (DHL Zone 1),18,00 Euro shipping costs for Great Britain and Switzerland22,50 Euro shipping costs for the rest of the world.Combined shipping is possible.Payment through PayPal or European Bank Transfer - any fees are on the buyer.","0"
"I offer 2 versions.All games are complete.Good: 13 EurVery Good: 16 EURPayments: bank account or Paypal If you want to pay by Paypal, there will be an additional feeGerman version","0"
"box compressed, game components are in good condition","0"
"Bought new, played a few times, put away. In excellent condition, only listed as VG as it has been played. My copy comes with a print out of the English rules.UK BUYERS - Very cost effective to get two or three games.  MyHermes, 0-1kg starts at 2.79, but up to 10kg is from just 6.49. Adding one or two more games is very good value for you. 10kg gets you a lot of games.Happy to receive Paypal in GBP, USD, JPY, EUR.Can provide photos of my copy on request (message me your email).UK - Can ship quickly cheaply by courier. Europe - Can ship quickish by Royal MailUSA / CAN - Royal Mail up to 2kg - various services and prices, full prices after an order but ask for info. Over 2kg, ship by Parcelforce. Other locations will research when I get an order. I am looking at other options, but international couriers are expensive in the UK.On Paypal if you make payment as a cash gift to me, I am not charged a fee by Paypal (may differ if you're outside the UK) but you receive no protection in a dispute. If the Paypal payment is a commercial transaction, Paypal charges me near 4% of the payment so you get dispute protection. Of course, you don't know me from a hole in the ground. It's your right to protection obviously. But please consider adding a touch to the payment to help cover this fee.","0"
"~550gr in weigth.Can ship with package up to 1000gr (~$13 to 14)","0"
"incluse regole in italiano","0"
"Sehr guter Zustand, unbespielt, natrlich vollstndig! / Very good condition, unplayed, of course complete!- Bezahlung nach Absprache (PayPal Freunde / berweisung / Bar)- Versand innerhalb Deutschlands: 5 Euro (Hermes Paketdienst/versichert)- andere Versandart (DHL etc., gegen Kostenbernahme) oder Abholung/bergabe nach Absprache mglich.- Beim Kauf von merhren Artikel kann das Porto selbstverstndlich zusammengefasst werden.- SendungsID wird selbstverstndlich sofort mitgeteilt!- Privatverkauf, daher keine Gewhrleistung oder Rcknahme!- Bitte stellen Sie weitere Fragen VOR dem Kauf!FOREIGN BUYERS: - Please ask all questions in advance and also ask for the postage costs in advance! The German Post is very expensive! :-(- Private sale, therefore no warranty or return!","0"
"Missing one purple piece and one black piece.","0"
"Game: Hugo-Das Schlossgespenst (Amigo)Condition: new in shrinkwrapLanguage: GermanIncludes Official English rules","0"
"Game: Hugo: Das Schlossgespenst (Amigo)Condition: like newLanguage: GermanThanks in advance for ordering!See seller info for information on shipping, payment & cancellation.","0"
"Stored on my shelf B16.","0"
"Banktransfer or paypal (costs for buyer).Shippingcost for buyer.","0"
"Please send us a message or call Family Game Knight at 1-681-238-5740 to complete your purchase! We'd be happy to take care of you! Shipping varies depending on item and location and will be calculated before checkout. International shipping available as well.","0"
"box in good, material in very good condition. non-smoker.","0"
"Mitternachtspartydeutsche Ausgabe von RavensburgerDie Spieleschachtel hat deutliche Gebrauchsspuren","0"
"Any questions just ask,Components as new. Box no tears.Preferable payment by IBAN and BIC in the EU if possible.","0"
"Bought new, played once, put away. In excellent condition, only listed as VG as it has been played. My copy comes with a print out of the English rules.For latest info, scroll down and read the Signature message. Bank transfer is best. Foreign buyers, please try https://wise.com for paying to my IBAN. If you use Paypal Goods/Services, I add a surcharge.Give me your email if you want photos, I ship quickly after payment, worldwide. My feedback was 100%! I do my best for you.","0"
"language independentregole disponibili anche in italiano","0"
"first Edition, German version,  1995 by Hans-im-Glck-VerlagShipping costs see informations below.Payment via PayPal or bank transfer.If you pay via PayPal, please use the button Send to friends abroad, then there are no fees. ... Thanks!!Please verify your shipping address before ordering or paying with PayPal. If your address contains non-Latin characters please include it in Latin script, too.We offer in our ""Modern Second-Hand-Games-Shop"" on our private homepage www.alte-spiele.de/antiquar.html more than 4.000 other games: older one, newer one, rare one and little known one. The offer consists of titles since the 1970s and mainly in German-speaking. Just look once over with us.","0"
"hardly ever playedthe box can have small signs of stocking (please check photos)shipping costs: to Germany 5,50 , within the European Union 13 ","0"
"Contents complete and in very good conditionPrices does not include shipping costs and PayPal fee.For shipping prices, send me an inquiry specifying whether you want a tracking number or very cheap international shipping.I can always combine postage.UK to UK , I use Hermes at actual cost. ( currently 1Kg is 3 , 2Kg is 4.34, 5Kg is 5.86, 10Kg is 6.36, 15Kg is 9.28 )INTERNATIONAL - I usually use Royal Mail Tracked at actual cost if you want Insurance and tracking.HOWEVER a MUCH cheaper (and not necessarily slower. ( might take 30 days ) option DOES exist if you want to take risk of Paypal Family & Friends payment ( & is Not Tracked )( as with GAMES we can get away with using Royal Mail PRINTED PAPER upto 5Kg International Economy service, and it is VERY CHEAP to send this way, and most unlikely that you will pay any extra charges.Please add to the total sum 3.5% +  0.35 PayPal fee, if you are inside the UK or 6.5 % +  0,35 PayPal fee, if you are outside the UK. Or 0% to add if you use Paypal Friends & Family or UK to UK Bank Transfer .I point here to PayPal because most people use it, but there are other options like UK to UK bank transfer if you wantMy PayPal account is [ REDACTED ]My Banking Details are [ REDACTED }Please contact me if you are interested in buying 1 or more games ( postage at cost ).I will then give you my Paypal account details and my Bank Account details so we can proceed.","0"
"SK21-7KSk21-850K","0"
"Spanish","0"
"Free pick-up at Spiel (Essen) and various Benelux conventions.The shipping price depends on your country, the weight and the ever fluctuating prices of the parcel shipping companies.Contact me to get an exact quoteIndicative prices :Belgium, Luxemburg : 4 euroThe Netherlands : 7 euroFrance : 8 euroGermany : 11 euroSpain : 11 euroUK : 12 euroItaly : 14 euroPortugal : 15 euro...Payment can be done through PayPal or regular bank transfer (IBAN/BIC)As soon as the payment clears I'll send you a payment confirmation and the tracking URL","0"
"incluse regole in italiano","0"
"card in shrink, all material new, figures not mounted, never playedjust the shrink foil around the box is missingfirst german release, not yet ""decorated"" with Spiel-des-Jahres signnet weight 1450 gshipping: in Germany: only as parcel - international: package possible but just wrapped with package cardboard (works usually pretty fine) due to size limits, otherwise also parcel class needed.","0"
"material pretty mint, just the box shows wearnet weight 1380 gshipping: in Germany: only as parcel - international: package possible but just wrapped with package cardboard (works usually pretty fine) due to size limits, otherwise also parcel class needed.","0"
"MB Regal Ebene 3SK21 - 1354","0"
"Brand new copy of the game, in shrink wrap. ENGLISH 2022 ARES EDITION!Shipping to EU would be 20 euro and the package should arrive in 7-10 days. Elsewhere  please ask!Check out my other products for sale as well! If you buy multiple items, I will combine shipping costs. Its much cheaper this way.","0"
"NS","0"
"complete and very good conditionbox shows minor wearPrices does not include shipping costs and PayPal fee.For shipping prices, send me an inquiry specifying whether you want a tracking number or very cheap international shipping.I can always combine postage.UK to UK , I use Hermes at actual cost. ( currently 1Kg is 3 , 2Kg is 4.34, 5Kg is 5.86, 10Kg is 6.36, 15Kg is 9.28 )INTERNATIONAL - I usually use Royal Mail Tracked at actual cost if you want Insurance and tracking.HOWEVER a MUCH cheaper (and not necessarily slower. ( might take 30 days ) option DOES exist if you want to take risk of Paypal Family & Friends payment ( & is Not Tracked )( as with GAMES we can get away with using Royal Mail PRINTED PAPER upto 5Kg International Economy service, and it is VERY CHEAP to send this way, and most unlikely that you will pay any extra charges.Please add to the total sum 3.5% +  0.35 PayPal fee, if you are inside the UK or 6.5 % +  0,35 PayPal fee, if you are outside the UK.Or 0% to add if you use Paypal Friends & Family or UK to UK Bank Transfer .I point here to PayPal because most people use it, but there are other options like UK to UK bank transfer if you wantMy PayPal account is [ REDACTED ]My Banking Details are [ REDACTED }Please contact me if you are interested in buying 1 or more games ( postage at cost ).I will then give you my Paypal account details and my Bank Account details so we can proceed.","0"
"German edition. Gaming materials in excellent condition, some wear on the box.Payment information and estimated shipping costs see below at the ""Seller info""-section.51x32,5,5cm, 1,4kgSee all my other games for sale!  https://boardgamegeek.com/market/user/m19Oe?pageid=1Quantity discounts are possible.","0"
"The package hast some signs of wear.","0"
"This sale is for user PowrThru. Please do not purchase if you didn't win this auction.from 2023 Autumn Cleaning Auction #1. US Shipping from 21704 or local Pick-up.","0"
"The game is language-independent. English rules here: https://www.aresgames.eu/9751","0"
"Game has been played a decent amount. Components have a decent amount of wear.Shipping is Extra; All Sales Final.","0"
"Hi therePlease lookout for the language Version.Many games are german only.If you buy 3 or of my games the games the most inexpensive will be half price.happy new yearHalloBitte schaut doch nach der angegebenen Version. Viele Spiele sind auch in englisch etc..wenn Du 3 oder mehr Spiele aus meiner Liste kaufst gibt es das Gnstige zum halben Preis.Viel Spa beim Stbern..Ingo","0"
"New in Shrink wrap.Price in USD.","0"
"Complete and punched. Played once.I'm a private seller. All games Are from a smoke-free environment.**Condition**Condition of all games listed is accurate**Shipping**Buyer pays fees.I ship via USPS or UPS. I can do FedEx on request. Shipping costs: Quotes can be easily found online shipping from 80228 or Geekmail me.**Payment**Possible methods: PayPal or Venmo.","0"
"Ecken bestoen sonst sehr gut","0"
"Includes Dark City Expansion","0"
"The dutch version of Citadels: MachiavelliA very special version of Machiavelli, because all cards are carefully laminated!The game has been played several time but because the cards were laminated right away when they came out of te box, they look like new and will stay like this for a long long time in the future!Because it's laminated i ask a higher price then the game actually costs. It's a lot of work and the laminate sheets cost money as well.Be aware that you can not use it with the expansion (or you have to laminate it as well)Payment: to bankaccount before shipmentShipping within NL = 6,75 EURYou can also come by in Utrecht","0"
"edizione italianaenglish edition 15,90nuovo sigillato  new shrink-wrappedspedizione con corriere espresso 24 ore in tutta italiaPer i costi di spedizione vai a:http://www.lpg.it/eg/6-stima-costi-spedizione-estero.htmTo check shipping costs go to:http://www.lpg.it/eg/6-stima-costi-spedizione-estero.htmpaypal accepted (add 4%)mandami la tua e-mail . ti inviero lista completa con offerte e bundle!Give me your e-mail I ll send you complete list with sales and bundles!","0"
"inclusief de Donkere Landen expansie","0"
"SELLERS TERMS AND CONDITIONS:PAYMENT TERMS: Payment is due within 3 days of the date you placed the order. Please do not purchase if you do not intend to pay, or cannot pay within this time frame.PAYMENT METHODS:Paypal Instant Transfer - 2.9% + $0.30 processing fee applies (funded by existing funds or bank account)2) Money Order - We will accept postal money orders but will not ship until we have received and cashed the money order.SHIPPING: Buyer is responsible for all shipping cost. I will only charge the actual USPS or UPS (your choice) shipping priceshipping price (lowest possible) with delivery confirmation for the game.INSURANCE: Insurance is optional on all items, unless noted.The game has been played but is in excellent condition.Feel free to browse through my other games for sale in the marketplace. I will be glad to combine orders to save on shipping.","0"
"Payment as bank transfer (IBAN/BIC) preferred. Paypal is possible (free when you pay ""as a gift"", otherwise you'll pay the extra costs).I'm also up for trades and always open to negotiation.Shipping cost:(other shipping options (DHL, Kiala) are also available.) Combined shipping of multiple items possible.Regular package, Track & Trace:NL 6,95EUR1 13,00EUR2 18,50EUR3 19,30World 24,30Regular package, NO Track & Trace:EUR1 9,00EUR2 11,00EUR3 12,00World 18,00Insured package (<500), Track & Trace:NL 8,60EUR1 14,65EUR2 20,15EUR3 20,95World 25,95EUR1: Belgium, Denmark, Germany, France, Italy, Luxembourg, Austria, Spain, UK, SwedenEUR2: Bulgaria, Estonia, Finland, Hungary, Ireland, Croatia, Latvia, Lithouania, Poland, Portugal, Romania, Slovenia, Slovakia, Czech RepublicEUR3: Albania, Andorra, Bosnia and Herzegovina, Canary Islands, Cyprus, Faroe Islands, Gibraltar, Greece, Greenland, Iceland, Channel Islands, Kosovo, Liechtenstein, Macedonia, Malta, Moldavia, Montenegro, Norway, Ukraine, San Marino, Serbia, Turkey, Vatican City, Belarus, Switzerland","0"
"Includes Dark City expansion - Played a few times and in excellent condition.","0"
"Building cards and tokens are in good shape. The role cards show some use, and have been sleeved with black-backed Ultra-pros. Box has a tear the length of my thumbprint on the top.This is the version with the expansion roles in it. This copy has been played and enjoyed many times and many places, as it was the first easily portable game that my wife and I really enjoyed... but it no longer hits the table (and my shelves overfloweth). This copy is full of character and good vibes!Ships from 04011","0"
"Please send a message if you are interested so I can make an estimate of the shipping costs. Payment can be done by bank transfer or Paypal. If you have any questions please feel free to ask.","0"
"Played only a few times. Very minor wear on corners of box.","0"
"this game is in near perfect condition some counters have been punched out, but the game has never been played.","0"
"NOTE: this is the original first German edition, not the more recent expanded edition. There is minimal German text on the cards, but a few cards have more text. My copy has German rules, and a print out of the English rules, and two prints of the English player aids and variants.Bought new, played once or twice, put away.  In excellent condition, only listed as VG as it has been played. My copy comes with a print out of the English rules.For latest info, scroll down and read the Signature message. Bank transfer is best. Foreign buyers, please try https://wise.com for paying to my IBAN. If you use Paypal Goods/Services, I add a surcharge.Give me your email if you want photos, I ship quickly after payment, worldwide. My feedback was 100%! I do my best for you.","0"
"Box has some shelfwear. Also have the expansion available. Buy both and get discount on shipping.I will be in the US at the end of October and November (2018), so could ship from within the US or local pickup in Orlando/WDW area. I'll also be at Spiel on Thursday and possibly Friday (2018).I ship worldwide, but PLEASE contact me before purchasing if you want to know the shipping costs.I don't use Paypal, after being scammed a couple of times. Will only accept bank transfer or cash with local pick-up.Afhalen is mogelijk in Dordrecht/Rotterdam op afspraak.If you have any other questions, please contact me.","0"
"Coin tokens bagged.Lightly played.  Such a great game.  Won't you keep it from the island of not-the-cult-of-the-new toys?","0"
"only played twice. quick to ship. good condition!","0"
"Just played a couple of times and can't get to the table anymore. Buyer pays shipping. PayPal and US shipping only please. Thanks for looking!","0"
"Dutch version.Payment possible with paypal or Tikkie (for Dutch people)","0"
"English EditionEU / UK / US Regions (by Sea)Under 4 lb $18.5Japan / South East Asia Shipping (by Air)2 lb $154 lb $20US / UK Shipping (by Air)2 lb $284 lb $46Taiwan Shipping (by Sea)2 lb $114 lb $16","0"
"This game is all sleaved with also a special ""golden"" purse for the coins.","0"
"+ShippingWilling to deliver in Chicago","0"
"Never played, like new condition. This is the 2016 English-only Asmodee/Windrider Games edition.","0"
"Also look at the other games.","0"
"Comments: To see other titles that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/geekmarket/user/Paladin82Y . Note that I am not a store but just a gamer like you (although one that lost his mind and purchased waaaay too many games over the last 30 years). I have tried to accurately describe my offerings from a gamer's perspective. If you are a collector or re-seller and need more details, just let me know.In general, I'm mindful about the condition of my games while playing, but I am not a collector... I often discard advertisements and inserts (so please assume that if an insert was originally included in the box that it is gone - if an insert is important to you, please ask about it).  Furthermore, most played games (with cards) were sleeved during play... but unless specifically and explicitly noted otherwise, any sleeves will have been removed before the game was offered for sale.Condition Notes: Smoke-free home.  Played a few times.  Box shows some shelfwear which includes whitening on edges and corners and the top/bottom have some dishing.Game components are complete and in excellent shape.Edition Notes: English.Shipping Notes:I am willing to meet you at one of the many local Game Nights close to Waukee, IA (see https://www.boardgamegeek.com/guild/1365) to make the exchange in person which would reduce your shipping cost to $0.00.  Otherwise--Yes, I will gladly combine orders to reduce your per-item shipping costs. (To see other items to add to your order see http://www.boardgamegeek.com/geekmarket/user/Paladin82Y).When placing an order, please provide a contact phone number--this is ONLY in case there are shipping issues--I am NOT planning to call you. Also, please provide a direct/external (non-BGG) email address.Finally, if at all possible, please provide a business (rather than a residential) shipping address and let me know that the address you are providing is a business address (this may expedite delivery).Payment Notes:**Note that the listed offered price includes a small discount for a cash (cash, money order, Amazon Gift Card, western union) payment.  I cannot include the discount for payments made via Paypal.[i]US buyers:[/i]When placing the order, let me know if you would like to purchase the optional insurance offered by the shipping company. I cannot remember ever having any material problems, but theoretically there is some risk. If the receiver (you) does NOT request (and does NOT pay extra for) insurance (decision is totally up to you) then the receiver (you) agrees to assume responsibility for lost or damaged packages. I know that this paragraph sounds scary, but my lawyer makes me include this -- again, this is probably a non-issue -- I have never had a package that I shipped go missing and think that I have had two people mention extremely minor blemishes incurred during shipping in the last 600 BGG items that I have shipped.See the [i]Info from Seller[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i]Info from Seller[/i] Section below for more critically important details on shipping and payment options.","0"
"Played a handful of times.Smoke free and pet free home. Buyer pays shipping.","0"
"first Edition, German version,  2000 by Hans-im-Glck-VerlagShipping costs see informations below.Payment via PayPal or bank transfer.If you pay via PayPal, please use the button Send to friends abroad, then there are no fees. ... Thanks!!Please verify your shipping address before ordering or paying with PayPal. If your address contains non-Latin characters please include it in Latin script, too.We offer in our ""Modern Second-Hand-Games-Shop"" on our private homepage www.alte-spiele.de/antiquar.html more than 3.500 other games: older one, newer one, rare one and little known one. The offer consists of titles since the 1970s and mainly in German-speaking. Just look once over with us.","0"
"COD only available in the Philadelphia area.","0"
"Used, but in good condition. Buyer pays shipping via USPS.","0"
"Deutsche Version, Jubilumsbox - Metalldose","0"
"All text is in swedish.","0"
"The box is in good condition except for a stain on the back","0"
"mint and complete, net weight 250g","0"
"The game is new. Italian Language.","0"
"Used, but in good condition with card sleeves.No Return PolicyOnly Ship Within Indonesia RegionUse Bubble Wrap for Box Safety","0"
"Played, but all pieces intact.  Self-printed player aids included.  Shelf wear.","0"
"Some scuffs on box and minor wear on cards.","0"
"Citadels, with Dark City expansionThis is true for all of my posts... these games are more like collectables to me than games that were played much at all... if at all. I will not take photos of any part or of the pieces but I can say that a good number of the games I have also have expansion packs inside the boxes with them (some even have 3, 4, or 5 expansions in the box with the standard game). I am not going to take the time to look in all of the boxes and identify the expansions so you can consider that a bonus gift when you get the game!","0"
"New in shrinkwrap","0"
"French Second Edition. Very good condition. Cards are sleevedWill ship worldwide. Buyer pays for shipping. Local pickup also possible in Nanaimo, BC, Canada.Preferred method of payment is Interac (for Canadians), otherwise Paypal (Buyer pays for Paypal fees).","0"
"in shrink. German, language dependent.","0"
"Missing King Crown. Otherwise very good condition. Shipping is extra. Can meet up in PDX if local.","0"
"Please send us a message or call Family Game Knight at 1-681-238-5740 to complete your purchase! We'd be happy to take care of you! Shipping varies depending on item and location and will be calculated before checkout. International shipping available as well.","0"
"Played maybe once or twice, Fantasy Flight edition with Dark City expansion.","0"
"Will sell this with the expansion game (8 + 14) = 22,-Can be shipped in the Netherlands for 5,95.If you live in another country contact me for the shipping costs.- Bank transfer.- Paypal (without fees when payment is done 'as friend')- Paypal with paypal buyer protection + 6,5% added to the total price).Do NOT ask me to use VINTED or to communicate outside of BGG (whatsapp).","0"
"Buyer to pay shipping (will make every effort to minimize box size and shipping cost)","0"
"ENGLISHCitadels: The Dark city INCLUDED(I have a note in my offline list, that 1 green card is missing. That could have been for another copy - ask me to double check.)","0"
"CompleteVery good shapeBox has minor wearDutch editionI pay the Geekcommission, you pay the Paypalcosts","0"
"Price does not include shipping: you should add 3 euros for delivery in Germany, 6 euros anywhere else in Europe.","0"
"Citadels + Dark City + bonus charactersFantasy Flight2002Bonus characters came with the original game; Dark City expansion was added to the box later.Includes 80 kingdom cards; 36 character cards; 8 player aid cards; 2 advertising cards; cardboard crown counter + stand; 33 gold counters; 15 score counters; 18 character counters; wooden crown piece; rules for the original game; rules for Dark City; Fantasy Flight catalogs from spring 2002 and spring 2005; cardboard box insert.  Everything's in good condition, although the cards have some wear and cardboard crown counter some damage where it's been inserted and removed from its stand (you won't need it anyway, because the wooden crown piece replaces it).  I believe it's complete, but the box doesn't have a list of components showing how many cards & counters there are (!).  I am the original owner of this copy.Box has moderate wear, but no structural damage.(10.6)","0"
"NOTE: Includes Dark City expansion (purchased separately and mixed with the base game content). Box is a little beat up but still intact. Contents all present and in good condition. The main role cards (both base and expansion) are sleeved, but the other cards are not. Interac e-transfer also accepted, and arrangements for other online services can be made on request.","0"
"This is the small box version 2013 with the Dark City expansion.","0"
"Please take a look at the version of the game as most of my games are in German!Worldwide shipping possible:6,00 Euro shipping costs within Germany, 13,00 Euro shipping costs within the  EU (DHL Zone 1),18,00 Euro shipping costs for Great Britain and Switzerland22,50 Euro shipping costs for the rest of the world.Combined shipping is possible.Payment through PayPal or European Bank Transfer - any fees are on the buyer.","0"
"2012 revised edition. Contains 15 action cards, as well as the dark city expansion (both in Dutch). Everything in good condition. Pictures available on request.","0"
"Game components in excellent, un-played condition, half cards still sealed.German ""Ohne Furcht und Adel"" edition with English rules provided.Shipping to most UK destinations 4","0"
"Complete, very good/like new inside, box very good.Versand in Deutschland: Ab 2,75 EuroShipping in European Union: 13 Euro (tracking number included; for 16,50 Euro you can add other games with weight max. 4 kg!)Shipping to most other countries: 22,50 Euro (tracking number included)","0"
"This is for the Dutch 2012 revised edition by 999 games (with 15 new extra cards)completevery good shapebox has minor wearI pay the Geekcommission, you pay the Paypalfee","0"
"Unpunched","0"
"mint material, box shows some shelf wear and one side is brightened by light, net weight 800g","0"
"SK21-902K","0"
"Game is complete.Payments: bank account or Paypal If you want to pay by Paypal, there will be an additional feeGerman version DiggingHexagames","0"
"Avalance Press ""Digging"" version. Some box wear, but game is complete and in great shape.Shipping is $4.50 via USPS.","0"
"Grypon Games edition (in metal case)New","0"
"Avalanche Press English Edition: 1999","0"
"In shrink","0"
"NEWThis item is NEW, in excellent condition, still in its shrinkwrap, never opened, never played. It has English rules in the game. EMAIL METo buy this game or to enquire, scroll down to the Signature section below for my email.You do NOT need to register with BGG. Email me directly, tell me what games you want to buy and your delivery address so I can work out postage. I can email photos of the games if you want. BGG  100% POSITIVE FEEDBACKBGG used to run a feedback system. Half my buyers gave me feedback, all 100% positive. I ship worldwide and quickly after your payment.100BGG    100%  ","0"
"LE18-115","0"
"Knizia classic!This is for the 1999 English First Edition (""Digging"") by Avalanche Press.  Shipping is $12.","0"
"Played once.","0"
"some underlines in rulebook","0"
"Still in shrink.Will ship to UK only.","0"
"Brand New!  Still in original shrink wrap.  This is a fun, rare game.  Will ship ASAP!","0"
"The game is in excellent condition. All the pieces are accounted for. Box has some light ware.","0"
"Stored on my shelf B10.","0"
"Game is complete, not played, plastic components LIKE NEW mostly attached to plastic grid, cards VERY GOOD, box GOOD with minor wear, board GOOD (one edge to be folded is torn, should be glued together, no disadvantage nothing to see during play) Payments: bank account or PaypalIf you want to pay by Paypal, there will be an additional feerules in  English,","0"
"Box has very minor wear, and a slight musty odor, but the game itself is unplayed and plastic items are still in the sprue. A Milton Bradley classic for your collection or to remind you of your childhood.","0"
"usedbuyer pays shippinglocal pick up available redwood city, capaypal and venmo accepted","0"
"Game weight: 1.000 kg","0"
"A copy that I've only played a couple of times. Feel free to ask any questions and make any offers also feel free to check out my other listings","0"
"Good condition (box corners scratched)Personal checks accepted only for French customers.Shipment worldwide (paypal or money order accepted)Shipping to France : 8 eurosShipping to Europa : 20 EurosShipping to rest of the world : 25 euros","0"
"incluse regole in italiano","0"
"the game was carefully played once","0"
"CompleteIn very good shapeBox has minor shelfwearI pay the Geek-commission, you pay the Paypal transferscosts.","0"
"WF428Spen23-16","0"
"German version (Rules not original, but in copies, only in german). Box in good shape, contents in very cood shape. Two musician-cards are missing, they are replaced with labeled blanc cards. Weight: 769Dimensions: 31,5x23x6cm-------------Shipping cost (its possible to combine multiple games!:)Germany:4,20 Euro (Hermes, with assurance)Most of Europe (please ask):15 Euro (Hermes, with assurance)9 Euro (DHL, without assurance, up to 2kg)15 Euro (DHL, with assurance, 2-5kg)Rest of the world (with reservation):15 Euro (DHL, without assurance, up to 2kg)28/34/40 Euro (DHL, with assurance, depends on country, 2-5kg)-----------If possible, please use bank transfer to pay because of paypal fees.Bank-berweisung bevorzugt (vor allem innerhalb der EU-Zone), Paypal kostet leider Gebhren.","0"
"The game is in a very good condition, the box has some small marks, due to storing. The material is in very good condition.Postage depends on the destination.Das Spiel ist in einem sehr guten Zustand. Die Schachtel hat an den Ecken einige Spuren durchs Verschieben, das Material ist in tadellosem Zustand.Porto je nach Zielland.","0"
"Deutsche Ausgabe von Hans im Glck","0"
"PM me for shipping quotes and additional payment options.","0"
"Shrink removed, but new excellent condition, never played.2nd edition, 1st printing, published December 2014","0"
"SpadesBicycle2000This is a special edition of ""Spades games"" by Bicycle, published in 2000.  Includes two decks of cards (sealed!) and rules.  Box has a lot of wear, but is holding together.(3.14)","0"
"The box and game are in good condition, but there is a slight musty smell when the box is opened. Instructions are printed on the inside of the lid.","0"
"Good, classic and unique game.","0"
"The game is in good overall condition, and looks complete ~ it has come from a collector, well stored and looked after. Does have some wear to box consistent with age and storage. Please ask if you would like us to check anything specific or answer any questions. It has been cleaned. Contents re-bagged where necessary. Please see the photos.WILL BE WELL PACKAGED AND INSURED.To keep updated on all the products we list in our shop, follow us on Instagram @ingameuk or Facebook or Twitter or even YouTube! Please do consider supporting us on Patreon!Overseas buyers are welcome.BUY WITH CONFIDENCE WITH InGameUKFREE AND FAST UK DELIVERY","0"
"unpunched, box scuffed and creased (see pictures)","0"
